hhid;cluster_nb;hh_nb;sample_weight;year;urban_rural;electricity;radio;tv;fridge;motorcycle;car_truck;telephone;recode_toilet;recode_water;recode_floor;rooms_per_person
        7710;77;10;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,285714286
        5952;59;52;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
       23317;233;17;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
        78 4;78;4;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,2
        79 9;79;;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
        7725;77;25;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,125
       10513;105;13;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       11825;118;25;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
        3320;33;20;496466;97;urban;1;1;0;0;0;0;0;0;1;0;0,111111111
        37 5;37;5;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
       17230;172;30;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
       12111;121;11;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,4
       132 5;132;5;1261454;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
        5957;59;57;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
        21 9;21;;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
       17235;172;35;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,2
        7937;79;37;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
         412;4;12;496466;97;urban;1;1;1;0;0;0;0;0;1;0;0,4
       11834;118;34;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,666666667
        7810;78;10;1490113;97;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
        6114;61;14;1490113;97;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
       23012;230;12;1070160;97;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
       174 2;174;2;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
        4323;43;23;496466;97;urban;1;0;0;0;0;0;0;0;1;0;1
         336;3;36;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
        1918;19;18;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
        6619;66;19;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,1
       123 3;123;3;1261454;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
        5922;59;22;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
       164 1;164;1;1143847;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
        50 3;50;3;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,125
       153 7;153;7;1080652;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
        8318;83;18;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
         6 1;6;1;496466;97;urban;0;1;0;0;0;0;0;0;1;0;1
        7910;79;10;1490113;97;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
       23311;233;11;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
         818;8;18;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,25
       11220;112;20;1231883;97;rural;0;1;0;0;0;0;0;0;0;0;0,2
        78 1;78;1;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
        5911;59;11;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       161 4;161;4;1143847;97;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
       20918;209;18;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       10840;108;40;1231883;97;rural;0;1;0;0;0;0;0;0;0;0;1
        69 4;69;4;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
       178 5;178;5;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
        57 6;57;6;1578354;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
        2413;24;13;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
        7913;79;13;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       23333;233;33;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;1
        66 8;66;8;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       22210;222;10;1070160;97;rural;0;0;0;0;0;0;0;0;1;0;0,25
        69 7;69;7;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,2
        26 9;26;;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
       17151;171;51;767428;97;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
       15621;156;21;1080652;97;rural;0;1;0;0;0;0;0;0;0;0;0,5
       22022;220;22;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       20810;208;10;1230770;97;urban;0;0;0;0;0;0;0;0;0;0;0,5
         1 4;1;4;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
       235 7;235;7;650841;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
        6214;62;14;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,166666667
         343;3;43;496466;97;urban;0;0;0;0;0;0;0;0;1;0;1
       23346;233;46;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
        5919;59;19;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
        89 4;89;4;1673658;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
        7016;70;16;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
        83 1;83;1;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
        58 5;58;5;1578354;97;urban;0;1;0;0;0;0;0;0;1;0;0,428571429
       20315;203;15;1230770;97;urban;0;0;0;0;0;0;0;0;0;0;0,166666667
        7933;79;33;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
        7716;77;16;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,25
       19210;192;10;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
         352;3;52;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,2
        8719;87;19;1673658;97;urban;0;0;0;0;0;0;0;0;1;0;0,142857143
         813;8;13;496466;97;urban;1;1;0;0;0;0;0;0;1;0;0,25
        2915;29;15;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,5
       10847;108;47;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
        7425;74;25;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
        5716;57;16;1578354;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
         318;3;18;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,25
       17621;176;21;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,125
        24 7;24;7;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,2
        7952;79;52;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;1
       23313;233;13;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       13215;132;15;1261454;97;urban;0;1;0;0;0;0;0;0;1;0;1
        7124;71;24;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,083333333
        6357;63;57;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
       20020;200;20;1230770;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
       19330;193;30;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
       177 3;177;3;767428;97;rural;0;0;0;0;0;0;0;0;0;0;1
        94 9;94;;1673658;97;urban;0;1;0;0;0;0;0;0;0;0;0,25
        4710;47;10;496466;97;urban;1;1;0;0;0;0;0;0;1;0;0,333333333
       223 5;223;5;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
       233 4;233;4;1070160;97;rural;0;1;0;0;0;0;0;0;0;0;0,25
         416;4;16;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,25
        7943;79;43;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       120 4;120;4;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;1
        8713;87;13;1673658;97;urban;0;0;0;0;0;0;0;0;0;0;0,166666667
       17713;177;13;767428;97;rural;0;1;0;0;0;0;0;0;0;0;
        10 6;10;6;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,142857143
       18117;181;17;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,5
        1214;12;14;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
        7936;79;36;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,25
        6359;63;59;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,125
       121 3;121;3;1231883;97;rural;0;1;0;0;0;0;0;0;1;0;0,2
       17721;177;21;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,25
       15319;153;19;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,125
        5927;59;27;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
        7818;78;18;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,285714286
        79 6;79;6;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;1
       22016;220;16;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
        3413;34;13;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,5
        5933;59;33;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
       17729;177;29;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
        2914;29;14;496466;97;urban;0;0;0;0;0;0;0;0;1;0;1
        7931;79;31;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,25
        6613;66;13;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;1
       26510;265;10;602637;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
        2510;25;10;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,285714286
       17738;177;38;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,2
       16728;167;28;1143847;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
       11013;110;13;1231883;97;rural;0;1;0;0;0;0;0;0;1;0;0,25
       11925;119;25;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
       26517;265;17;602637;97;rural;0;0;0;0;0;0;0;0;1;0;0,666666667
        8522;85;22;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
         2 5;2;5;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
       15321;153;21;1080652;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
       11917;119;17;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
        26 2;26;2;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,4
        9423;94;23;1673658;97;urban;0;0;0;0;0;0;0;0;0;0;0,166666667
        26 8;26;8;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,5
        21 4;21;4;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,2
       21722;217;22;1070160;97;rural;0;1;0;0;0;0;0;0;0;0;0,2
       206 2;206;2;1230770;97;urban;0;1;0;0;0;0;0;1;1;0;0,6
       12213;122;13;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
       15419;154;19;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,125
        67 9;67;;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       12210;122;10;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
        6718;67;18;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       197 6;197;6;1230770;97;urban;0;0;0;0;0;0;0;0;1;0;1
        6230;62;30;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;1
       197 7;197;7;1230770;97;urban;0;0;0;0;0;0;0;0;1;0;0,125
        7721;77;21;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       11254;112;54;1231883;97;rural;0;1;0;0;0;0;0;0;0;0;0,5
        67 6;67;6;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,25
       21620;216;20;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
        87 7;87;7;1673658;97;urban;0;0;0;0;0;0;0;0;1;0;0,222222222
       174 8;174;8;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
        71 1;71;1;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,4
        9832;98;32;1231883;97;rural;0;1;0;0;0;0;0;0;0;0;0,2
         350;3;50;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,666666667
        3231;32;31;496466;97;urban;1;1;0;0;0;0;0;0;1;0;1
       17922;179;22;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
        6911;69;11;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,285714286
         313;3;13;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
        3236;32;36;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,5
        78 2;78;2;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,4
       216 7;216;7;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
         315;3;15;496466;97;urban;0;0;0;0;0;0;0;0;1;0;
         317;3;17;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
       17124;171;24;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
       17217;172;17;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
        7023;70;23;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,4
       11924;119;24;1231883;97;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
        69 5;69;5;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,25
       243 2;243;2;650841;97;urban;1;1;1;1;0;0;0;0;1;0;0,333333333
        16 5;16;5;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
        69 1;69;1;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       12232;122;32;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
       19325;193;25;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       15613;156;13;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,25
        7118;71;18;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,4
        9914;;14;1231883;97;rural;0;1;0;0;0;0;0;0;0;0;0,214285714
         914;;14;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,4
         215;2;15;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
        1616;16;16;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,2
        1618;16;18;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
       23023;230;23;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
        7234;72;34;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,2
        3914;39;14;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
        7610;76;10;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
        51 6;51;6;1578354;97;urban;0;1;0;0;0;0;0;0;0;0;0,5
        17 3;17;3;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,166666667
        9437;94;37;1673658;97;urban;0;0;0;0;0;0;0;0;0;0;0,333333333
       12220;122;20;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       19711;197;11;1230770;97;urban;0;0;0;0;0;0;0;0;1;0;0,25
       15632;156;32;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
       12215;122;15;1231883;97;rural;0;0;0;0;0;0;0;0;0;0;0,222222222
       23350;233;50;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,2
        74 4;74;4;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,125
        1512;15;12;496466;97;urban;1;0;0;0;0;0;0;0;1;0;0,111111111
        2910;29;10;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,25
       17815;178;15;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
        6917;69;17;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
       101 1;101;1;1231883;97;rural;0;1;0;0;0;0;0;0;0;0;0,555555556
        3637;36;37;496466;97;urban;0;0;0;0;0;0;0;;1;0;1
       19528;195;28;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
        88 3;88;3;1673658;97;urban;0;1;0;0;0;0;0;0;1;0;0,285714286
       195 1;195;1;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,111111111
        50 8;50;8;496466;97;urban;0;1;0;0;0;0;0;;1;0;0,25
        6345;63;45;1490113;97;rural;0;1;0;0;0;0;0;0;0;0;0,25
        3121;31;21;496466;97;urban;1;1;0;0;0;0;0;0;1;0;0,333333333
        5512;55;12;1578354;97;urban;0;1;0;0;0;0;0;0;1;0;0,25
         4 4;4;4;496466;97;urban;1;1;1;0;0;0;0;0;1;0;0,166666667
        8711;87;11;1673658;97;urban;0;0;0;0;0;0;0;0;0;0;0,125
        1116;11;16;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
       15151;151;51;1080652;97;rural;0;1;0;0;0;0;0;1;0;0;0,25
       17142;171;42;767428;97;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
        7922;79;22;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,25
       18153;181;53;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,125
       233 9;233;;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
         2 7;2;7;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,25
       18156;181;56;767428;97;rural;0;1;0;0;0;0;0;0;0;0;0,222222222
        4711;47;11;496466;97;urban;1;1;0;0;0;0;0;0;1;0;0,142857143
        8714;87;14;1673658;97;urban;0;0;0;0;0;0;0;0;1;0;0,222222222
       13218;132;18;1261454;97;urban;0;1;0;0;0;0;0;0;1;0;1
        3017;30;17;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,5
        71 8;71;8;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
        96 7;96;7;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
       13220;132;20;1261454;97;urban;0;1;0;0;0;0;0;0;1;0;0,25
       153 3;153;3;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
       233 8;233;8;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,428571429
         517;5;17;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
       13212;132;12;1261454;97;urban;0;0;0;0;0;0;0;0;1;0;1
       231 5;231;5;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,2
       15324;153;24;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,2
        8326;83;26;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,222222222
        6626;66;26;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,25
        2816;28;16;496466;97;urban;0;1;0;0;0;0;0;0;1;0;1
         3 4;3;4;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,25
        7011;70;11;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,111111111
       17726;177;26;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
         121;1;21;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
        4326;43;26;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,5
       156 9;156;;1080652;97;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
         118;1;18;496466;97;urban;0;1;0;0;0;0;0;0;1;0;0,2
       167 2;167;2;1143847;97;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
        20 9;20;;496466;97;urban;0;0;0;0;0;0;0;0;1;0;0,111111111
        6612;66;12;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
        7957;79;57;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
        7956;79;56;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,2
        69 6;69;6;1490113;97;rural;0;1;0;0;0;0;0;0;1;0;0,2
        1815;18;15;496466;97;urban;1;1;1;0;0;0;0;0;1;0;0,2
        7831;78;31;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,2
        8315;83;15;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,5
        2019;20;19;496466;97;urban;1;0;0;0;0;0;0;0;1;0;1
       26519;265;19;602637;97;rural;0;0;0;0;0;0;0;0;0;0;1
       26814;268;14;602637;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
        7230;72;30;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
        80 4;80;4;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,25
        72 6;72;6;1490113;97;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
       21918;219;18;1070160;97;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
       17813;178;13;767428;97;rural;0;0;0;0;0;0;0;0;0;0;0,1
        57 1;57;1;1578354;97;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
        7014;70;14;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
        88 2;88;2;1673658;97;urban;0;;;;0;0;;0;1;0;0,5
        7220;72;20;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;1
       162 7;162;7;1143847;97;urban;0;0;0;0;0;0;0;0;1;0;0,25
        6710;67;10;1490113;97;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
        8110;81;10;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
       12011;120;11;1231883;97;rural;0;0;0;0;0;0;0;0;1;0;0,4
        7825;78;25;1490113;97;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
       17144;171;44;767428;97;rural;0;0;0;0;0;0;0;0;1;0;0,5
