hhid;cluster_nb;hh_nb;sample_weight;year;urban_rural;electricity;radio;tv;fridge;motorcycle;car_truck;telephone;recode_toilet;recode_water;recode_floor;rooms_per_person
012054;12;54;801860;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
154095;154;95;1675886;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
047121;47;121;1092839;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
160048;160;48;474014;2013;urban;0;0;0;0;0;0;0;0;1;0;0,375
158071;158;71;3282648;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
076084;76;84;988828;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
154023;154;23;1675886;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
056023;56;23;815272;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
028150;28;150;1045484;2013;rural;0;0;0;0;0;0;0;1;1;0;0,75
191063;191;63;300599;2013;rural;0;0;0;0;0;0;0;0;1;0;1
164025;164;25;170408;2013;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
256115;256;115;304383;2013;urban;1;0;1;0;0;0;0;1;1;0;0,166666667
070136;70;136;116391;2013;urban;0;0;0;0;0;0;0;1;1;0;1
025142;25;142;967444;2013;rural;0;1;0;0;0;0;0;0;1;0;0,285714286
184039;184;39;244860;2013;rural;0;0;0;0;0;0;0;0;1;0;0,111111111
180087;180;87;265533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
005012;5;12;676188;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
165048;165;48;1662610;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
030052;30;52;1023402;2013;rural;0;1;0;0;0;0;0;1;0;0;0,125
207006;207;6;155375;2013;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
160112;160;112;474014;2013;urban;0;0;0;0;0;0;0;0;1;0;0,2
069174;69;174;134703;2013;urban;0;0;0;0;0;0;0;0;1;0;0,2
176255;176;255;2923267;2013;rural;0;1;0;0;0;0;0;0;1;0;0,2
073003;73;3;844113;2013;rural;0;1;0;0;0;0;0;0;1;0;0,25
200003;200;3;146497;2013;rural;0;1;0;0;0;0;0;0;1;0;0,5
235084;235;84;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
138126;138;126;2878692;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
209123;209;123;294050;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
184076;184;76;244860;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
019066;19;66;1014807;2013;rural;0;1;1;0;0;0;0;0;1;0;0,4
074183;74;183;1576751;2013;rural;1;1;0;0;0;0;0;0;0;0;0,111111111
011127;11;127;991506;2013;rural;0;1;0;0;0;0;0;1;0;0;0,25
088007;88;7;1967017;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
078078;78;78;865518;2013;rural;0;0;0;0;0;0;0;0;0;0;2
201022;201;22;852034;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
080049;80;49;2204263;2013;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
180138;180;138;265533;2013;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
203010;203;10;1346608;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
066020;66;20;1112247;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
150124;150;124;3411994;2013;rural;0;1;0;0;0;0;0;0;0;0;0,375
235006;235;6;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;0,285714286
057028;57;28;805458;2013;rural;0;1;0;0;0;0;0;0;0;0;0,2
070055;70;55;116391;2013;urban;1;1;1;0;0;0;0;0;1;0;0,333333333
209037;209;37;294050;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
166063;166;63;1867201;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
018078;18;78;1079401;2013;rural;0;1;0;0;0;0;0;1;0;0;0,2
020003;20;3;1200025;2013;rural;0;1;0;0;0;0;0;0;1;0;0,2
047044;47;44;1092839;2013;rural;0;1;0;0;0;0;0;0;1;0;0,5
257127;257;127;292162;2013;urban;0;1;0;0;0;0;0;0;1;0;0,5
025057;25;57;967444;2013;rural;0;0;0;0;0;0;0;1;0;0;0,333333333
257067;257;67;292162;2013;urban;0;0;0;0;0;0;0;0;1;0;0,111111111
167056;167;56;2006949;2013;rural;0;1;0;0;0;0;0;0;0;0;0,5
137187;137;187;1443629;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
073042;73;42;844113;2013;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
128006;128;6;753850;2013;rural;0;1;0;0;0;0;0;0;1;0;0,4
178119;178;119;380543;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
022174;22;174;1316405;2013;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
018008;18;8;1079401;2013;rural;0;1;0;0;0;0;0;1;1;0;0,25
075107;75;107;780875;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
185078;185;78;252676;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
189032;189;32;292284;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
235049;235;49;1243836;2013;rural;0;0;0;0;0;0;0;0;0;0;0,090909091
056003;56;3;815272;2013;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
027135;27;135;1436286;2013;rural;0;1;0;0;0;0;0;1;0;0;0,333333333
163028;163;28;1683174;2013;rural;0;1;0;0;1;0;0;0;0;0;0,285714286
187047;187;47;218964;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
158003;158;3;3282648;2013;rural;0;0;0;0;0;0;0;0;0;0;1
191075;191;75;300599;2013;rural;0;0;0;0;0;0;0;0;0;0;1
072077;72;77;85068;2013;urban;0;1;0;0;0;0;0;1;1;0;0,4
030085;30;85;1023402;2013;rural;0;1;0;0;0;0;0;1;0;0;0,333333333
188077;188;77;194451;2013;rural;0;0;0;0;0;0;0;0;1;0;1
150073;150;73;3411994;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
193064;193;64;287870;2013;rural;0;0;0;0;0;0;0;0;1;0;1
079007;79;7;799837;2013;rural;0;1;0;0;0;0;0;0;0;0;0,4
158035;158;35;3282648;2013;rural;1;1;0;0;0;0;1;0;0;0;0,166666667
204068;204;68;199978;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
177081;177;81;403273;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
138144;138;144;2878692;2013;rural;0;1;0;0;0;0;0;0;1;0;0,25
004076;4;76;1113498;2013;rural;1;1;0;0;0;0;0;0;1;0;0,285714286
077065;77;65;917692;2013;rural;0;1;0;0;0;0;0;1;0;0;0,666666667
093113;93;113;2140643;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
215010;215;10;215595;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
154110;154;110;1675886;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
199103;199;103;311171;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
066086;66;86;1112247;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
211103;211;103;188877;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
035127;35;127;1191357;2013;rural;0;0;0;0;0;0;0;0;1;0;0,25
183029;183;29;263427;2013;rural;0;1;0;0;0;0;0;1;1;0;0,5
030058;30;58;1023402;2013;rural;1;1;0;0;0;0;0;0;0;0;0,666666667
168032;168;32;1601947;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
185040;185;40;252676;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
057049;57;49;805458;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
056013;56;13;815272;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
066074;66;74;1112247;2013;rural;0;1;0;0;0;0;0;1;1;0;0,25
185111;185;111;252676;2013;rural;0;0;0;0;0;0;0;0;0;0;1
198076;198;76;162532;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
187007;187;7;218964;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
086081;86;81;639688;2013;urban;0;0;0;0;0;0;0;0;0;0;0,125
167164;167;164;2006949;2013;rural;0;1;0;0;0;0;0;0;0;0;1
235065;235;65;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
260029;260;29;1727072;2013;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
202141;202;141;1813166;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
032008;32;8;1754282;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
211049;211;49;188877;2013;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
089006;89;6;1331257;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
056047;56;47;815272;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
187071;187;71;218964;2013;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
208132;208;132;358533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
167003;167;3;2006949;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
161156;161;156;2241030;2013;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
012098;12;98;801860;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
207074;207;74;155375;2013;rural;0;0;0;0;0;0;0;0;1;0;0,285714286
021176;21;176;1013715;2013;rural;1;1;0;0;0;0;0;0;0;0;1
170032;170;32;2880771;2013;rural;0;0;0;0;0;0;0;0;0;0;1
211003;211;3;188877;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
132078;132;78;1974562;2013;rural;0;1;0;0;0;0;0;0;1;0;0,166666667
207052;207;52;155375;2013;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
022242;22;242;1316405;2013;rural;0;1;0;0;0;0;0;1;1;0;0,5
157018;157;18;1805468;2013;rural;0;0;0;0;0;0;0;0;0;0;1
208219;208;219;358533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
257046;257;46;292162;2013;urban;1;1;1;0;0;0;0;0;1;0;0,111111111
214037;214;37;203357;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
153051;153;51;1555195;2013;rural;0;0;0;0;0;0;0;0;0;0;1
174150;174;150;272223;2013;urban;0;1;0;0;0;0;0;0;1;0;0,25
133171;133;171;1508881;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
040030;40;30;969625;2013;rural;0;1;0;0;0;0;0;1;0;0;0,5
213044;213;44;355917;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
129011;129;11;2860205;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
073007;73;7;844113;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
174066;174;66;272223;2013;urban;0;0;0;0;0;0;0;0;1;0;0,111111111
208003;208;3;358533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
158079;158;79;3282648;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
197033;197;33;305508;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
235026;235;26;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;1
180082;180;82;265533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
220090;220;90;241188;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
017169;17;169;2774479;2013;rural;0;1;0;0;0;0;0;0;0;0;0,5
161085;161;85;2241030;2013;rural;0;0;0;0;0;0;0;0;0;0;1
235080;235;80;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;1
212032;212;32;240748;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
138073;138;73;2878692;2013;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
041021;41;21;1136102;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
073094;73;94;844113;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
030063;30;63;1023402;2013;rural;0;1;0;0;0;0;0;1;0;0;0,4
193038;193;38;287870;2013;rural;0;0;0;0;0;0;0;0;1;0;1
041027;41;27;1136102;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
187063;187;63;218964;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
208089;208;89;358533;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
201056;201;56;852034;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
007128;7;128;629905;2013;rural;1;1;1;0;0;0;0;0;1;0;0,5
013047;13;47;867484;2013;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
073033;73;33;844113;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
070096;70;96;116391;2013;urban;0;1;0;0;0;0;0;1;1;0;0,2
259066;259;66;1674239;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
246095;246;95;255431;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
187099;187;;218964;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
258012;258;12;2155130;2013;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
020121;20;121;1200025;2013;rural;1;1;1;0;0;0;0;0;1;0;0,2
211083;211;83;188877;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
128025;128;25;753850;2013;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
272112;272;112;383453;2013;urban;0;0;0;0;0;0;0;0;1;0;1
086010;86;10;639688;2013;urban;0;0;0;0;0;0;0;0;0;0;0,142857143
127178;127;178;2646706;2013;rural;0;0;0;0;0;0;0;0;1;0;0,666666667
041108;41;108;1136102;2013;rural;0;1;0;0;0;0;0;0;0;0;0,125
178213;178;213;380543;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
153042;153;42;1555195;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
133165;133;165;1508881;2013;rural;0;1;0;0;0;0;0;0;0;0;0,2
158063;158;63;3282648;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
066092;66;92;1112247;2013;rural;0;0;0;0;0;0;0;0;0;0;0,3
006038;6;38;1162172;2013;rural;1;1;1;0;0;0;0;0;1;0;0,2
147157;147;157;1912991;2013;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
015061;15;61;1701638;2013;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
260092;260;92;1727072;2013;rural;0;1;0;0;0;0;0;0;1;0;0,25
198006;198;6;162532;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
019117;19;117;1014807;2013;rural;0;0;0;0;0;0;0;1;1;0;1
189097;189;97;292284;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
147072;147;72;1912991;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
257057;257;57;292162;2013;urban;0;1;0;0;0;0;0;0;1;0;0,5
026207;26;207;1080690;2013;rural;0;0;0;0;0;0;0;1;1;0;0,2
185026;185;26;252676;2013;rural;0;0;0;0;0;0;0;0;0;0;1
163138;163;138;1683174;2013;rural;0;1;0;0;0;0;0;0;0;0;0,153846154
185036;185;36;252676;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
028050;28;50;1045484;2013;rural;0;1;0;0;0;0;0;1;1;0;0,222222222
015187;15;187;1701638;2013;rural;0;0;0;0;0;0;0;0;0;0;1
137113;137;113;1443629;2013;rural;0;0;0;0;0;0;0;0;0;0;1
208046;208;46;358533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
028085;28;85;1045484;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
010026;10;26;1256686;2013;rural;0;1;1;0;0;0;0;0;1;0;0,333333333
177131;177;131;403273;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
219081;219;81;158029;2013;rural;0;0;0;0;0;0;0;0;1;0;0,111111111
166051;166;51;1867201;2013;rural;0;1;0;0;0;0;0;0;0;0;0,5
001148;1;148;1146246;2013;rural;0;1;0;0;0;0;0;0;1;0;0,2
200012;200;12;146497;2013;rural;0;0;0;0;0;0;0;0;1;0;1
244003;244;3;313309;2013;rural;0;0;0;0;0;0;0;0;0;0;0,1875
076047;76;47;988828;2013;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
186040;186;40;202149;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
090093;90;93;1175997;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
150118;150;118;3411994;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
074017;74;17;1576751;2013;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
066169;66;169;1112247;2013;rural;0;0;0;0;0;0;0;1;0;0;0,111111111
130213;130;213;422979;2013;urban;0;1;0;0;0;0;0;0;1;0;0,2
199108;199;108;311171;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
177117;177;117;403273;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
171222;171;222;409817;2013;urban;0;0;0;0;0;0;0;0;1;0;1
200092;200;92;146497;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
258069;258;69;2155130;2013;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
235030;235;30;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
166087;166;87;1867201;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
177138;177;138;403273;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
260166;260;166;1727072;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
011147;11;147;991506;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
137224;137;224;1443629;2013;rural;0;1;0;0;0;0;0;0;0;0;0,2
158023;158;23;3282648;2013;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
002038;2;38;1386462;2013;rural;1;1;1;0;0;0;0;0;1;0;0,333333333
235010;235;10;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
072040;72;40;85068;2013;urban;0;0;0;0;0;0;0;1;0;0;0,5
047073;47;73;1092839;2013;rural;0;0;0;0;0;0;0;0;1;0;0,25
056020;56;20;815272;2013;rural;0;1;0;0;0;0;0;0;0;0;0,083333333
078118;78;118;865518;2013;rural;0;0;0;0;0;0;0;1;0;0;0,333333333
196016;196;16;352087;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
215119;215;119;215595;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
165057;165;57;1662610;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
042112;42;112;875032;2013;rural;0;1;0;0;0;0;0;1;1;0;0,25
028032;28;32;1045484;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
265164;265;164;311952;2013;urban;0;0;0;0;0;0;0;0;1;0;0,166666667
027122;27;122;1436286;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
056071;56;71;815272;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
090065;90;65;1175997;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
001090;1;90;1146246;2013;rural;0;1;0;0;0;0;0;0;1;0;0,25
166165;166;165;1867201;2013;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
188084;188;84;194451;2013;rural;0;0;0;0;0;0;0;0;1;0;0,222222222
196099;196;;352087;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
008103;8;103;952224;2013;rural;1;1;1;0;0;0;0;0;1;0;0,4
203039;203;39;1346608;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
079041;79;41;799837;2013;rural;0;0;0;0;0;0;0;0;1;0;0,5
167128;167;128;2006949;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
007158;7;158;629905;2013;rural;1;1;1;0;0;0;0;0;1;0;0,285714286
199064;199;64;311171;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
154038;154;38;1675886;2013;rural;1;0;0;0;0;0;0;0;1;0;0,25
207067;207;67;155375;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
070113;70;113;116391;2013;urban;0;0;0;0;0;0;0;1;1;0;0,2
018125;18;125;1079401;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
018137;18;137;1079401;2013;rural;0;1;0;0;0;0;0;0;1;0;1
004116;4;116;1113498;2013;rural;1;0;1;0;0;1;0;0;1;0;0,333333333
194048;194;48;174899;2013;rural;0;0;0;0;0;0;0;0;0;0;1
192025;192;25;238464;2013;rural;0;0;0;0;0;0;0;0;1;0;0,125
016003;16;3;1090948;2013;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
160139;160;139;474014;2013;urban;0;1;0;0;0;0;0;0;1;0;0,25
074104;74;104;1576751;2013;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
045140;45;140;2424811;2013;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
217181;217;181;306971;2013;rural;0;0;0;0;0;0;0;0;1;0;0,25
012095;12;95;801860;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
220078;220;78;241188;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
235053;235;53;1243836;2013;rural;0;0;0;0;0;0;0;0;1;0;1
183200;183;200;263427;2013;rural;1;0;1;0;0;0;0;0;1;0;0,5
154105;154;105;1675886;2013;rural;0;0;0;0;0;0;0;0;1;0;0,2
238035;238;35;2182294;2013;rural;0;1;0;0;0;0;0;0;0;0;0,5
213079;213;79;355917;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
197069;197;69;305508;2013;rural;0;0;0;0;0;0;0;0;0;0;0,2
206036;206;36;218438;2013;rural;0;0;0;0;0;0;0;0;1;0;1
066121;66;121;1112247;2013;rural;0;1;0;0;0;0;0;0;0;0;0,25
213107;213;107;355917;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
132067;132;67;1974562;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
078020;78;20;865518;2013;rural;0;0;0;0;0;0;0;1;1;0;0,4
213023;213;23;355917;2013;rural;0;0;0;0;0;0;0;0;1;0;0,25
217243;217;243;306971;2013;rural;0;0;0;0;0;0;0;1;1;0;0,2
208067;208;67;358533;2013;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
217026;217;26;306971;2013;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
166177;166;177;1867201;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
093039;93;39;2140643;2013;rural;0;0;0;0;0;1;0;0;0;0;0,2
015053;15;53;1701638;2013;rural;0;1;0;0;0;0;0;0;0;0;0,2
130191;130;191;422979;2013;urban;1;0;0;0;0;0;0;0;1;0;0,333333333
036055;36;55;970984;2013;rural;0;1;0;0;0;0;0;1;0;0;0,166666667
177024;177;24;403273;2013;rural;0;0;0;0;0;0;0;0;0;0;0,5
188100;188;100;194451;2013;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
020206;20;206;1200025;2013;rural;1;1;0;0;0;0;0;0;1;0;0,2
188094;188;94;194451;2013;rural;0;0;0;0;0;0;0;0;1;0;0,285714286
161194;161;194;2241030;2013;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
163023;163;23;1683174;2013;rural;0;1;0;0;0;0;0;0;0;0;0,5
202013;202;13;1813166;2013;rural;0;0;0;0;0;0;0;0;0;0;0,25
030008;30;8;1023402;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
078074;78;74;865518;2013;rural;0;0;0;0;0;0;0;1;0;0;0,666666667
196209;196;209;352087;2013;rural;0;0;0;0;0;0;0;0;1;0;0,25
203068;203;68;1346608;2013;rural;0;0;0;0;0;0;0;0;0;0;1
163158;163;158;1683174;2013;rural;0;1;0;0;0;0;0;0;0;0;0,071428571
004111;4;111;1113498;2013;rural;0;1;0;0;0;0;0;0;0;0;1
009249;;249;1628255;2013;rural;0;1;0;0;0;0;0;0;1;0;0,5
008119;8;119;952224;2013;rural;0;0;0;0;0;0;0;0;1;0;0,25
170007;170;7;2880771;2013;rural;0;1;0;0;0;0;0;0;0;0;1
080142;80;142;2204263;2013;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
012082;12;82;801860;2013;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
260108;260;108;1727072;2013;rural;0;1;0;0;0;0;0;0;1;0;0,166666667
009145;;145;1628255;2013;rural;0;0;0;0;0;0;0;1;1;0;0,2
080155;80;155;2204263;2013;rural;0;0;0;0;0;0;0;0;0;0;0,4
004071;4;71;1113498;2013;rural;0;1;0;0;0;0;0;0;0;0;1
066133;66;133;1112247;2013;rural;0;1;0;0;0;0;0;0;0;0;0,272727273
209100;209;100;294050;2013;rural;0;0;0;0;0;0;0;0;1;0;0,4
186097;186;97;202149;2013;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
019094;19;94;1014807;2013;rural;0;1;0;0;0;0;0;0;1;0;0,25
128017;128;17;753850;2013;rural;0;1;0;0;0;0;0;0;1;0;0,666666667
006011;6;11;1162172;2013;rural;1;1;0;0;0;0;0;0;1;0;0,5
