hhid;cluster_nb;hh_nb;sample_weight;year;urban_rural;electricity;radio;tv;fridge;motorcycle;car_truck;telephone;recode_toilet;recode_water;recode_floor;rooms_per_person
      262 59;262;59;218494;2009;urban;0;1;0;0;0;0;0;0;0;0;0,333333333
      158 76;158;76;2031627;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      360131;360;131;1373090;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      212 41;212;41;803570;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      166 71;166;71;1402602;2009;rural;0;1;0;0;0;0;0;0;0;0;0,181818182
      130133;130;133;975539;2009;rural;0;1;0;0;0;0;0;0;0;0;0,428571429
       94121;94;121;1876477;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      522 74;522;74;630825;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      368148;368;148;932684;2009;rural;0;1;0;0;0;0;0;0;0;0;0,222222222
      528 81;528;81;959177;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      324 35;324;35;1308234;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      314113;314;113;1889995;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      172118;172;118;1061817;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      420149;420;149;421759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      364219;364;219;1210352;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      123 14;123;14;776193;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      420170;420;170;421759;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      465121;465;121;1450213;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      350202;350;202;1458394;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      499283;499;283;1273417;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      119 38;119;38;440223;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      338 11;338;11;1680949;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      421 28;421;28;359391;2008;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      474 68;474;68;2438808;2009;rural;0;0;0;0;0;0;0;0;0;0;0,090909091
      369 33;369;33;675841;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      397163;397;163;1775603;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      523 33;523;33;1143178;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      167  5;167;5;625647;2009;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
       59124;59;124;2610254;2008;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      100 94;100;94;1861903;2009;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
      149 88;149;88;805920;2009;rural;0;1;0;0;0;0;0;0;1;0;1
      468 12;468;12;453021;2009;rural;0;0;0;0;0;0;0;0;1;0;0,1
      413107;413;107;320411;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      119 51;119;51;440223;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      444  6;444;6;175026;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      413128;413;128;320411;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      413133;413;133;320411;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
       74133;74;133;2727178;2008;rural;1;1;0;0;0;0;0;0;1;0;0,5
      212 37;212;37;803570;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      316 33;316;33;374296;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      110106;110;106;908218;2008;rural;0;0;0;0;0;0;0;0;1;0;0,2
      523164;523;164;1143178;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      312133;312;133;1500649;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      398 39;398;39;1581192;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      414 21;414;21;451347;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      499 89;499;89;1273417;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      462 89;462;89;1013556;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      475 21;475;21;1520315;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      410 30;410;30;164851;2009;rural;0;0;0;0;0;0;0;0;0;0;
      314128;314;128;1889995;2009;rural;0;0;0;0;0;0;0;0;0;0;0,222222222
      479 92;479;92;454792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      314135;314;135;1889995;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      243132;243;132;577347;2009;rural;1;0;0;0;0;0;0;0;0;0;0,333333333
      419 16;419;16;390807;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      256 23;256;23;1032697;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      244303;244;303;674998;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
       55106;55;106;1774570;2008;rural;0;1;0;0;0;0;0;0;0;0;0,2
      419 22;419;22;390807;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      505109;505;109;676879;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      247 63;247;63;179922;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      243115;243;115;577347;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      237260;237;260;612099;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      203 54;203;54;919510;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      499255;499;255;1273417;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      524 77;524;77;631331;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      438  2;438;2;152586;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      337127;337;127;1282996;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      190  4;190;4;884609;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      537 32;537;32;1055419;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      337145;337;145;1282996;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      438  9;438;;152586;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      337157;337;157;1282996;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      524 90;524;90;631331;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      425 73;425;73;265890;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      448131;448;131;446272;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      472  6;472;6;2407573;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
       89116;89;116;2108651;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      469 75;469;75;1326476;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      524129;524;129;631331;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      174126;174;126;1268072;2009;rural;0;0;0;0;0;0;0;0;1;0;0,25
      522103;522;103;630825;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      534 63;534;63;421643;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      392 56;392;56;657108;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      375 41;375;41;778903;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      469131;469;131;1326476;2009;rural;1;1;0;0;0;0;0;0;0;0;1
      385123;385;123;1136178;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      294 26;294;26;613259;2008;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      196 24;196;24;1093611;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      424 73;424;73;395462;2008;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      378 22;378;22;519171;2008;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
      267 33;267;33;633109;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      424 83;424;83;395462;2008;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      464 21;464;21;1334121;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      525 53;525;53;541524;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
       88 90;88;90;2124506;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      253 12;253;12;739933;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      330274;330;274;1810718;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      383 57;383;57;1495822;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      447129;447;129;356797;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      404 84;404;84;293918;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      368 17;368;17;932684;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      291  7;291;7;779423;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      464 73;464;73;1334121;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      215130;215;130;2038082;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      494 67;494;67;626402;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
       97171;97;171;2271230;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      525105;525;105;541524;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      126137;126;137;141278;2009;urban;0;0;0;0;0;0;0;0;1;0;0,333333333
      169 49;169;49;1615487;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      526 27;526;27;1088773;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      232222;232;222;822940;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      275137;275;137;1280596;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
       91122;91;122;2314500;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      110 60;110;60;908218;2008;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      598 90;598;90;1102107;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
       90 99;90;;2160448;2009;rural;0;1;0;0;0;0;0;0;1;0;0,166666667
      448 34;448;34;446272;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      491 22;491;22;610371;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      230 85;230;85;339696;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      466121;466;121;1328318;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      389  2;389;2;2627978;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      294 24;294;24;613259;2008;rural;0;1;1;0;0;0;0;0;0;0;0,181818182
      465 47;465;47;1450213;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      197 16;197;16;989977;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      234125;234;125;784811;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      506 20;506;20;940517;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      545 68;545;68;353432;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      522 78;522;78;630825;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      328 47;328;47;1915501;2009;rural;0;1;0;0;0;0;0;0;0;0;0,111111111
      491 57;491;57;610371;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      405 43;405;43;508049;2009;rural;0;0;0;0;0;0;0;0;1;0;0,2
      180140;180;140;715862;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      328  4;328;4;1915501;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
       98 46;98;46;858237;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      506  2;506;2;940517;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      544 28;544;28;360424;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      243149;243;149;577347;2009;rural;0;1;0;0;0;0;0;0;0;0;0,181818182
      120 94;120;94;902394;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      413 50;413;50;320411;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
       95 68;95;68;2577907;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      467105;467;105;1641452;2009;rural;0;0;0;0;0;0;0;0;0;0;0,375
      250170;250;170;495415;2008;rural;0;0;0;0;0;0;0;0;0;0;0,090909091
      379 24;379;24;821102;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      478 43;478;43;1079527;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      258  7;258;7;1204592;2009;rural;0;1;0;0;0;0;0;0;0;0;0,214285714
      372192;372;192;1029464;2008;rural;1;1;0;0;0;0;0;0;1;0;0,5
      491139;491;139;610371;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      195 95;195;95;651512;2009;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
      413 92;413;92;320411;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      565 69;565;69;376499;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      490 65;490;65;524282;2009;rural;0;0;0;0;0;0;0;0;1;0;
       99156;;156;3214907;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      321 57;321;57;541679;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      488  9;488;;575829;2009;rural;0;0;0;0;0;0;0;0;1;0;0,5
      426 89;426;89;262203;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      311 69;311;69;1917667;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      171 26;171;26;566478;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      322 38;322;38;2284625;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      377172;377;172;2102275;2009;rural;0;1;0;0;0;0;0;0;0;0;0,133333333
      340199;340;199;1924004;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      390 76;390;76;2160869;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      271 19;271;19;439649;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      147  7;147;7;542321;2008;rural;0;1;0;0;0;0;0;0;0;0;0,1
      111410;111;410;2174997;2008;rural;0;1;0;0;0;0;0;0;0;0;0,2
      271 23;271;23;439649;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      460 60;460;60;1867255;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      390129;390;129;2160869;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      381156;381;156;1802317;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      232 53;232;53;822940;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      528 20;528;20;959177;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      244263;244;263;674998;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      491 44;491;44;610371;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      390204;390;204;2160869;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      528 60;528;60;959177;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      361 24;361;24;817245;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      511 94;511;94;686141;2009;rural;0;1;0;0;0;0;0;0;0;0;0,428571429
      292150;292;150;1387064;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      463 42;463;42;2352654;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      511131;511;131;686141;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      427 33;427;33;146947;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      323404;323;404;2788725;2009;rural;0;1;1;0;0;0;0;0;0;0;0,5
      446 53;446;53;227615;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      239 76;239;76;439062;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      479 61;479;61;454792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      528141;528;141;959177;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      258 38;258;38;1204592;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      469 18;469;18;1326476;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      119 22;119;22;440223;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      239 35;239;35;439062;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      325  2;325;2;1003774;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      382 98;382;98;1980159;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      543158;543;158;747544;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      309162;309;162;1802943;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      488 94;488;94;575829;2009;rural;0;1;0;0;0;0;0;0;1;0;0,166666667
      368 88;368;88;932684;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      152174;152;174;630425;2009;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
      461116;461;116;1854556;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      504 93;504;93;1014448;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      172 49;172;49;1061817;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      266123;266;123;806284;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      283172;283;172;1536961;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      330 43;330;43;1810718;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      520181;520;181;796154;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
       85 96;85;96;1564361;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      269 44;269;44;343512;2008;rural;0;0;0;0;0;0;0;0;0;0;1
      472122;472;122;2407573;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      314 68;314;68;1889995;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      389155;389;155;2627978;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      525 15;525;15;541524;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      245163;245;163;350385;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      261 78;261;78;237560;2009;urban;0;1;0;0;0;0;0;0;0;0;0,210526316
      447 71;447;71;356797;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      284 95;284;95;1422179;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      239210;239;210;439062;2009;rural;0;1;0;0;0;0;0;0;0;0;1
       88140;88;140;2124506;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      379 21;379;21;821102;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      510 91;510;91;969279;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      447113;447;113;356797;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      379 27;379;27;821102;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      196109;196;109;1093611;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      505 43;505;43;676879;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      408  5;408;5;149870;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      232109;232;109;822940;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      381 35;381;35;1802317;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      464 95;464;95;1334121;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      275 55;275;55;1280596;2009;rural;0;0;0;0;0;0;0;0;0;0;0,307692308
      169 33;169;33;1615487;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      416 30;416;30;348606;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      509 89;509;89;842971;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      549 78;549;78;992438;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      447161;447;161;356797;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      392 34;392;34;657108;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      347 38;347;38;1254299;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      234 43;234;43;784811;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      320135;320;135;1534228;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      339124;339;124;1224993;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      137173;137;173;877477;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      416 67;416;67;348606;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      392 50;392;50;657108;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      430 95;430;95;280478;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      544  1;544;1;360424;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      136 58;136;58;517785;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      392 54;392;54;657108;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      544  3;544;3;360424;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      545 63;545;63;353432;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      468 28;468;28;453021;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      271 35;271;35;439649;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      122171;122;171;1505295;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      268 66;268;66;592720;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      210103;210;103;1035656;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      148 63;148;63;473095;2008;rural;0;1;0;0;0;0;0;0;0;0;0,571428571
      247 42;247;42;179922;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      217148;217;148;2086093;2009;rural;0;1;0;0;0;0;0;0;0;0;0,428571429
      114186;114;186;949412;2008;rural;0;1;1;0;0;0;0;0;0;0;0,333333333
      263 53;263;53;720005;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      518207;518;207;1531262;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      340226;340;226;1924004;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      460 89;460;89;1867255;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      321 24;321;24;541679;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      272  1;272;1;628716;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      548125;548;125;992680;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      432249;432;249;664245;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      527  1;527;1;752950;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
       91 81;91;81;2314500;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      433  1;433;1;347261;2009;rural;0;1;0;0;0;0;0;0;0;0;0,4
      348 46;348;46;1069490;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      397150;397;150;1775603;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      482 18;482;18;558704;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      421 45;421;45;359391;2008;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      417 81;417;81;366546;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      196123;196;123;1093611;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      296 21;296;21;488930;2008;rural;0;1;0;0;0;0;0;0;0;0;0,5
      300 54;300;54;1818066;2009;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
      344101;344;101;1354326;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      102141;102;141;523295;2008;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
      527 51;527;51;752950;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      381 89;381;89;1802317;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      466 53;466;53;1328318;2009;rural;0;0;0;0;0;1;0;0;0;0;1
      426 86;426;86;262203;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      381109;381;109;1802317;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      250148;250;148;495415;2008;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      417151;417;151;366546;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      173 22;173;22;863801;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      460 43;460;43;1867255;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      381149;381;149;1802317;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      314 16;314;16;1889995;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      149238;149;238;805920;2009;rural;0;1;0;0;0;0;0;0;1;0;0,2
      507 67;507;67;839557;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      191 11;191;11;509824;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      507 86;507;86;839557;2009;rural;0;1;0;0;0;0;0;0;0;0;0,6
      232  7;232;7;822940;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      321 18;321;18;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      433137;433;137;347261;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      273 50;273;50;969017;2009;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
      479 19;479;19;454792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      479 12;479;12;454792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      195 12;195;12;651512;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      390189;390;189;2160869;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      507127;507;127;839557;2009;rural;0;1;0;0;0;0;0;0;0;0;0,1
      419 46;419;46;390807;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      382 35;382;35;1980159;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
       76 23;76;23;1036690;2009;urban;0;1;0;0;0;0;0;0;0;0;0,25
      232175;232;175;822940;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      247 55;247;55;179922;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      495 62;495;62;433197;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      321 20;321;20;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      546  9;546;;422699;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      160  9;160;;807239;2008;rural;0;0;0;0;0;0;0;0;1;0;0,5
      485 12;485;12;739194;2009;rural;0;0;0;0;0;0;0;0;;0;0,2
      132 81;132;81;857149;2009;rural;0;1;0;0;0;0;0;0;1;0;0,125
      122 81;122;81;1505295;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      495 87;495;87;433197;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      534 42;534;42;421643;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      435 94;435;94;213987;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      546 46;546;46;422699;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      434 53;434;53;234998;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      434 55;434;55;234998;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      245  1;245;1;350385;2009;rural;0;1;0;0;0;0;0;0;0;0;0,222222222
      239136;239;136;439062;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
       91111;91;111;2314500;2009;rural;0;1;0;0;0;0;0;0;0;0;0,071428571
      382181;382;181;1980159;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      474211;474;211;2438808;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      447  8;447;8;356797;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      238104;238;104;483369;2009;rural;0;0;0;0;0;0;0;0;1;0;0,166666667
      472106;472;106;2407573;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      191 32;191;32;509824;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
