,lat,lon,country,year
427,-17.48635335,48.16327495,Madagascar,2018
428,-18.92500192,48.24223035,Madagascar,2018
429,-18.93846612,48.22621477,Madagascar,2018
430,-19.28257262,48.16633461,Madagascar,2018
431,-17.76909441,48.44159716,Madagascar,2018
432,-17.93240817,48.40086952,Madagascar,2018
433,-17.91007835,48.17957747,Madagascar,2018
434,-17.9309447,48.50582292,Madagascar,2018
435,-18.16657425,48.44943692,Madagascar,2018
436,-17.49931073,48.61679548,Madagascar,2018
437,-17.98359627,48.02209764,Madagascar,2018
438,-16.42430684,48.24256859,Madagascar,2018
439,-16.82853714,48.30932807,Madagascar,2018
440,-17.37170091,48.7963804,Madagascar,2018
441,-17.30703833,48.45276006,Madagascar,2018
442,-17.45869963,48.50711952,Madagascar,2018
443,-17.47372463,48.28726471,Madagascar,2018
444,-17.64458927,48.23593006,Madagascar,2018
445,-17.73046422,48.22173481,Madagascar,2018
446,-17.79505575,48.18139393,Madagascar,2018
447,-18.44385456,48.27064318,Madagascar,2018
448,-18.60635825,48.03179154,Madagascar,2018
449,-18.78590312,47.96227357,Madagascar,2018
450,-18.82293987,48.06884827,Madagascar,2018
451,-19.08372219,48.02163012,Madagascar,2018
452,-18.9472429,48.36940551,Madagascar,2018
453,-19.24565549,48.50159976,Madagascar,2018
454,-19.55188744,48.09420537,Madagascar,2018
455,-19.71661273,48.19835208,Madagascar,2018
456,-15.69704712,46.32161414,Madagascar,2018
457,-15.71049743,46.31805346,Madagascar,2018
458,-15.71938994,46.30515729,Madagascar,2018
459,-15.72064338,46.33127028,Madagascar,2018
460,-15.69445485,46.3253312,Madagascar,2018
461,-15.71176449,46.34565612,Madagascar,2018
462,-15.7141291,46.32933157,Madagascar,2018
463,-15.7173723,46.35628697,Madagascar,2018
464,-15.63885815,46.46610809,Madagascar,2018
465,-16.13099066,46.03031111,Madagascar,2018
466,-16.09303614,46.6483433,Madagascar,2018
467,-16.11967219,46.65477484,Madagascar,2018
468,-16.2538935,45.43172415,Madagascar,2018
469,-16.46737927,46.71754952,Madagascar,2018
470,-15.48350148,46.82745427,Madagascar,2018
471,-15.74814273,47.12143336,Madagascar,2018
472,-15.78016289,47.00848936,Madagascar,2018
473,-15.90884493,45.84258853,Madagascar,2018
474,-16.41332724,45.92083468,Madagascar,2018
475,-16.1406939,47.11604214,Madagascar,2018
476,-16.13103271,46.72457755,Madagascar,2018
477,-16.17866135,46.66191645,Madagascar,2018
478,-16.10722431,46.50108882,Madagascar,2018
479,-16.35322886,46.29619618,Madagascar,2018
480,-16.79718814,45.65728721,Madagascar,2018
481,-16.30944524,47.16599793,Madagascar,2018
482,-16.5540251,47.20495699,Madagascar,2018
483,-16.43062326,46.9434798,Madagascar,2018
484,-16.39465014,46.86063853,Madagascar,2018
485,-16.50478224,46.85927265,Madagascar,2018
486,-16.36364291,46.55638752,Madagascar,2018
487,-16.52881019,46.53007019,Madagascar,2018
488,-14.87329168,47.97992129,Madagascar,2018
489,-14.892761,47.98348834,Madagascar,2018
490,-14.54655421,48.75268858,Madagascar,2018
491,-15.25957546,48.54503899,Madagascar,2018
492,-15.84004456,48.82931936,Madagascar,2018
493,-16.08296567,47.65736788,Madagascar,2018
494,-14.79719771,48.37611745,Madagascar,2018
495,-14.90987315,48.02016078,Madagascar,2018
496,-15.01454001,47.85666496,Madagascar,2018
497,-15.37560185,47.96909874,Madagascar,2018
498,-14.49790196,48.09906467,Madagascar,2018
499,-14.06999389,48.27295934,Madagascar,2018
500,-15.38056312,47.71144122,Madagascar,2018
501,-14.25906199,48.34675016,Madagascar,2018
502,-14.49577768,48.67718678,Madagascar,2018
503,-14.43970984,48.90582963,Madagascar,2018
504,-14.33164364,48.8110413,Madagascar,2018
505,-14.85741718,48.93763151,Madagascar,2018
506,-14.90035815,48.45663049,Madagascar,2018
507,-15.43846813,48.49941633,Madagascar,2018
508,-15.52710344,48.30045956,Madagascar,2018
509,-15.26823116,48.85197607,Madagascar,2018
510,-15.1352103,49.02082448,Madagascar,2018
511,-14.84639797,49.27455829,Madagascar,2018
512,-15.77384027,47.58120319,Madagascar,2018
513,-15.76772527,48.25545689,Madagascar,2018
514,-15.85664735,47.76649677,Madagascar,2018
515,-15.6201124,47.84611663,Madagascar,2018
516,-15.78488195,47.29823484,Madagascar,2018
517,-15.52611283,48.79040078,Madagascar,2018
518,-15.73069638,48.58608179,Madagascar,2018
519,-15.81987025,48.96571825,Madagascar,2018
520,-15.96713754,48.62090883,Madagascar,2018
521,-15.97066488,48.95386311,Madagascar,2018
522,-16.27912464,48.81971406,Madagascar,2018
523,-15.84428883,47.62971116,Madagascar,2018
524,-15.92717872,47.73657917,Madagascar,2018
525,-16.09748563,47.72627464,Madagascar,2018
526,-16.10049808,47.4430663,Madagascar,2018
527,-16.31063359,47.46743085,Madagascar,2018
528,-16.94606696,46.83190124,Madagascar,2018
